MarkettypeID	TradingDate	RiskPremium1	RiskPremium2	SMB1	SMB2	HML1	HML2
P9709	2003-12-09	.003953	.004953	-.002015	-.001967	.005191	.004952
P9710	2003-12-09	.002953	.003953	-.001454	-.001510	.005451	.005335
P9707	2003-12-09	-.001048	-.002048	.000627	.000125	.005494	.004939
P9706	2003-12-09	.003953	.004953	-.002015	-.001967	.005191	.004952
P9707	2003-12-08	-.008048	-.008048	.001758	.002059	-.000006	-.000029
P9706	2003-12-08	-.010048	-.010048	-.003050	-.003260	-.001585	-.001008
P9710	2003-12-08	-.009048	-.009048	-.003097	-.003168	-.001618	-.001096
P9709	2003-12-08	-.010048	-.010048	-.003050	-.003260	-.001585	-.001008
P9709	2003-12-05	-.000048	-.001048	.004718	.005097	-.000306	-.000718
P9706	2003-12-05	-.000048	-.001048	.004718	.005097	-.000306	-.000718
P9710	2003-12-05	-.000048	-.001048	.004471	.004858	-.000322	-.000692
P9707	2003-12-05	-.003048	-.004048	-.002215	-.001305	-.005241	-.005226
P9710	2003-12-04	.003953	.003953	-.000490	-.000537	.002285	.002608
P9706	2003-12-04	.004953	.004953	-.000572	-.000656	.002640	.002913
P9707	2003-12-04	-.001048	-.001048	-.001512	-.000873	.001360	.000739
P9709	2003-12-04	.004953	.004953	-.000572	-.000656	.002640	.002913
P9709	2003-12-03	.004953	.005953	-.000172	-.000448	.005165	.006042
P9707	2003-12-03	.002953	.003953	.000120	-.000800	.008503	.009230
P9706	2003-12-03	.004953	.005953	-.000172	-.000448	.005165	.006042
P9710	2003-12-03	.004953	.005953	-.000422	-.000744	.005390	.006261
P9707	2003-12-02	-.002048	-.002048	-.001061	-.000206	.000661	.001762
P9710	2003-12-02	.000953	.001953	.001848	.001976	-.003511	-.002712
P9706	2003-12-02	.001953	.001953	.002008	.002134	-.004032	-.003409
P9709	2003-12-02	.001953	.001953	.002008	.002134	-.004032	-.003409
P9709	2003-12-01	.022953	.024953	.001182	.000765	.008330	.009094
P9707	2003-12-01	.018953	.018953	-.002457	-.003999	.016347	.014650
P9710	2003-12-01	.022953	.023953	.001148	.000661	.009163	.009923
P9706	2003-12-01	.022953	.024953	.001182	.000765	.008330	.009094
P9706	2003-11-28	.005953	.005953	-.001217	-.000315	.005674	.006074
P9707	2003-11-28	.005953	.006953	-.000035	-.001133	.004189	.003982
P9710	2003-11-28	.005953	.005953	-.001473	-.000737	.005257	.005633
P9709	2003-11-28	.005953	.005953	-.001217	-.000315	.005674	.006074
P9709	2003-11-27	-.018048	-.017048	-.006863	-.007364	.001770	.001114
P9706	2003-11-27	-.018048	-.017048	-.006863	-.007364	.001770	.001114
P9710	2003-11-27	-.017048	-.017048	-.006919	-.007333	.002110	.001489
P9707	2003-11-27	-.013048	-.013048	-.003635	-.003260	.002416	.004944
P9710	2003-11-26	.001953	.002953	.001696	.002118	.001444	.001140
P9706	2003-11-26	.002953	.002953	.002069	.002531	.002255	.001454
P9707	2003-11-26	-.004048	-.004048	-.005362	-.004383	-.005935	-.004983
P9709	2003-11-26	.002953	.002953	.002069	.002531	.002255	.001454
P9709	2003-11-25	.004953	.003953	.007046	.006901	-.008249	-.008983
P9707	2003-11-25	-.000048	.000953	-.002792	-.005612	-.007751	-.010990
P9710	2003-11-25	.004953	.003953	.006809	.006485	-.007752	-.008422
P9706	2003-11-25	.004953	.003953	.007046	.006901	-.008249	-.008983
P9707	2003-11-24	.017953	.017953	.001214	.000787	.005315	.002557
P9710	2003-11-24	.028953	.028953	.005071	.004922	.007085	.007419
P9706	2003-11-24	.029953	.029953	.004598	.004545	.007194	.007481
P9709	2003-11-24	.029953	.029953	.004598	.004545	.007194	.007481
P9709	2003-11-21	-.012048	-.011048	-.005240	-.005891	.001977	.002874
P9710	2003-11-21	-.013048	-.012048	-.004684	-.005350	.001025	.001936
P9707	2003-11-21	-.016048	-.015048	-.002965	-.003257	-.006928	-.005294
P9706	2003-11-21	-.012048	-.011048	-.005240	-.005891	.001977	.002874
P9706	2003-11-20	.029953	.028953	.009768	.010332	-.006590	-.007160
P9707	2003-11-20	.027953	.027953	.014265	.013120	.018604	.016880
P9710	2003-11-20	.029953	.028953	.010461	.010854	-.004780	-.005212
P9709	2003-11-20	.029953	.028953	.009768	.010332	-.006590	-.007160
P9709	2003-11-19	.016953	.016953	.006849	.007303	-.001782	-.001282
P9706	2003-11-19	.016953	.016953	.006849	.007303	-.001782	-.001282
P9710	2003-11-19	.015953	.015953	.006998	.007285	-.001553	-.000957
P9707	2003-11-19	.011953	.011953	.003276	.002143	-.000512	-.000853
P9707	2003-11-18	-.029048	-.029048	-.006542	-.004787	-.018099	-.017415
P9706	2003-11-18	-.011048	-.009048	.001394	.001138	-.007930	-.007933
P9710	2003-11-18	-.013048	-.010048	.001287	.001107	-.008373	-.007989
P9709	2003-11-18	-.011048	-.009048	.001394	.001138	-.007930	-.007933
P9709	2003-11-17	-.003048	-.003048	.002670	.003098	.003722	.002610
P9706	2003-11-17	-.003048	-.003048	.002670	.003098	.003722	.002610
P9710	2003-11-17	-.002048	-.003048	.002602	.002932	.003252	.002270
P9707	2003-11-17	-.001048	-.002048	-.000685	.000016	-.004005	-.002904
P9707	2003-11-14	-.008048	-.007048	-.002003	-.002512	-.014282	-.014032
P9706	2003-11-14	.007953	.007953	.005857	.005631	.002492	.002289
P9710	2003-11-14	.006953	.006953	.006091	.005586	.001406	.001453
P9709	2003-11-14	.007953	.007953	.005857	.005631	.002492	.002289
P9709	2003-11-13	.001953	.001953	.004843	.004576	-.001105	-.001411
P9707	2003-11-13	-.001048	-.000048	-.001156	-.001887	-.001671	-.001058
P9706	2003-11-13	.001953	.001953	.004843	.004576	-.001105	-.001411
P9710	2003-11-13	.001953	.000953	.004555	.004249	-.001367	-.001455
P9706	2003-11-12	-.018048	-.019048	.000268	.000528	-.002043	-.001741
P9710	2003-11-12	-.017048	-.018048	-.000976	-.000569	-.001750	-.001420
P9707	2003-11-12	-.005048	-.005048	-.010771	-.011558	.004434	.005089
P9709	2003-11-12	-.018048	-.019048	.000268	.000528	-.002043	-.001741
P9709	2003-11-11	.001953	.001953	.005454	.004935	.003316	.003608
P9707	2003-11-11	.014953	.014953	-.002247	-.001926	.010134	.010812
P9710	2003-11-11	.002953	.003953	.004617	.004162	.004069	.004113
P9706	2003-11-11	.001953	.001953	.005454	.004935	.003316	.003608
P9707	2003-11-10	-.024048	-.024048	.000407	.001097	-.011759	-.012264
P9710	2003-11-10	-.000048	.000953	-.005479	-.005849	.011836	.012429
P9706	2003-11-10	.001953	.002953	-.006329	-.006627	.013613	.013900
P9709	2003-11-10	.001953	.002953	-.006329	-.006627	.013613	.013900
P9709	2003-11-07	-.015048	-.016048	-.000636	.000603	-.003176	-.003368
P9710	2003-11-07	-.015048	-.016048	-.000701	.000538	-.002596	-.002525
P9706	2003-11-07	-.015048	-.016048	-.000636	.000603	-.003176	-.003368
P9707	2003-11-07	-.016048	-.017048	-.006383	-.005712	-.001596	-.001567
P9707	2003-11-06	.009953	.009953	.005191	.005536	.015593	.017621
P9706	2003-11-06	-.022048	-.021048	-.016472	-.016939	.009124	.009751
P9710	2003-11-06	-.019048	-.018048	-.016804	-.016842	.009122	.008779
P9709	2003-11-06	-.022048	-.021048	-.016472	-.016939	.009124	.009751
P9709	2003-11-05	-.007048	-.005048	-.009073	-.009044	.008303	.008807
P9706	2003-11-05	-.007048	-.005048	-.009073	-.009044	.008303	.008807
P9710	2003-11-05	-.005048	-.003048	-.008464	-.008494	.008730	.008271
P9707	2003-11-05	.012953	.014953	.008313	.006875	.015785	.012840
P9707	2003-11-04	-.010048	-.011048	-.005080	-.003275	-.007899	-.008151
P9710	2003-11-04	.014953	.016953	-.002062	-.002303	.006740	.008245
P9706	2003-11-04	.017953	.018953	-.003087	-.003292	.007956	.008848
P9709	2003-11-04	.017953	.018953	-.003087	-.003292	.007956	.008848
P9709	2003-11-03	.009953	.010953	-.005438	-.005401	.011031	.012042
P9706	2003-11-03	.009953	.010953	-.005438	-.005401	.011031	.012042
P9707	2003-11-03	.049953	.050953	.010536	.008350	.015740	.016047
P9710	2003-11-03	.013953	.014953	-.005905	-.005854	.010906	.010602
P9706	2003-10-31	.003953	.002953	.006167	.006219	-.002025	-.001957
P9707	2003-10-31	.015953	.015953	.010808	.009675	.012802	.012537
P9710	2003-10-31	.004953	.003953	.005786	.005837	-.001265	-.001495
P9709	2003-10-31	.003953	.002953	.006167	.006219	-.002025	-.001957
P9709	2003-10-30	-.013048	-.013048	-.003541	-.003616	-.001416	-.001705
P9706	2003-10-30	-.013048	-.013048	-.003541	-.003616	-.001416	-.001705
P9707	2003-10-30	-.000048	-.000048	-.012053	-.011703	-.003223	-.001505
P9710	2003-10-30	-.012048	-.012048	-.004728	-.004665	-.001298	-.001782
P9707	2003-10-29	.003953	.002953	-.009567	-.007265	.011924	.014906
P9706	2003-10-29	-.010048	-.007048	-.016406	-.017831	.001671	.002329
P9710	2003-10-29	-.009048	-.006048	-.016905	-.017960	.002819	.003269
P9709	2003-10-29	-.010048	-.007048	-.016406	-.017831	.001671	.002329
P9709	2003-10-28	-.003048	-.001048	-.009113	-.009990	.013867	.015323
P9706	2003-10-28	-.003048	-.001048	-.009113	-.009990	.013867	.015323
P9710	2003-10-28	-.001048	-.000048	-.008886	-.009742	.014395	.015338
P9707	2003-10-28	.009953	.009953	-.000992	-.002220	.020115	.018981
P9706	2003-10-27	-.011048	-.010048	-.011981	-.012655	.007444	.008088
P9707	2003-10-27	-.005048	-.005048	-.010309	-.009628	.003775	.004974
P9710	2003-10-27	-.010048	-.010048	-.012522	-.012968	.006780	.007273
P9709	2003-10-27	-.011048	-.010048	-.011981	-.012655	.007444	.008088
P9709	2003-10-24	-.005048	-.004048	-.006605	-.006869	.008570	.009530
P9710	2003-10-24	-.005048	-.004048	-.006703	-.006818	.007328	.008175
P9706	2003-10-24	-.005048	-.004048	-.006605	-.006869	.008570	.009530
P9707	2003-10-24	-.005048	-.005048	-.006388	-.005611	-.005283	-.004503
P9710	2003-10-23	-.009048	-.008048	-.001685	-.002118	.000062	.000155
P9707	2003-10-23	-.013048	-.013048	-.000761	-.000385	-.003020	-.002584
P9706	2003-10-23	-.008048	-.008048	-.002196	-.002566	.000374	.000299
P9709	2003-10-23	-.008048	-.008048	-.002196	-.002566	.000374	.000299
P9709	2003-10-22	.022953	.023953	-.003146	-.003151	.011495	.012404
P9706	2003-10-22	.022953	.023953	-.003146	-.003151	.011495	.012404
P9710	2003-10-22	.022953	.023953	-.002602	-.002679	.010568	.011262
P9707	2003-10-22	.020953	.021953	.000360	-.000126	-.000344	-.001033
P9707	2003-10-21	.003953	.003953	-.003984	-.004715	-.003072	-.003652
P9706	2003-10-21	.002953	.003953	-.004923	-.005012	.005202	.005190
P9710	2003-10-21	.002953	.003953	-.005188	-.005249	.004604	.004461
P9709	2003-10-21	.002953	.003953	-.004923	-.005012	.005202	.005190
P9709	2003-10-20	-.008048	-.008048	-.004943	-.004407	.000944	.001626
P9707	2003-10-20	.008953	.008953	-.006662	-.005722	.009472	.010402
P9706	2003-10-20	-.008048	-.008048	-.004943	-.004407	.000944	.001626
P9710	2003-10-20	-.007048	-.007048	-.006065	-.005288	.001744	.001957
P9706	2003-10-17	.002953	.002953	-.003028	-.002966	.003594	.004111
P9710	2003-10-17	.002953	.002953	-.002396	-.002410	.003691	.004102
P9707	2003-10-17	.004953	.004953	.004539	.004055	.007412	.007384
P9709	2003-10-17	.002953	.002953	-.003028	-.002966	.003594	.004111
P9709	2003-10-16	-.013048	-.013048	-.002610	-.002401	.001982	.002252
P9707	2003-10-16	-.019048	-.019048	-.009707	-.009209	-.001374	-.001257
P9710	2003-10-16	-.014048	-.014048	-.002742	-.002535	.002114	.002469
P9706	2003-10-16	-.013048	-.013048	-.002610	-.002401	.001982	.002252
P9706	2003-10-15	-.003048	-.003048	.000802	.000941	-.000750	-.000871
P9710	2003-10-15	-.004048	-.004048	.001439	.001335	-.002271	-.002186
P9707	2003-10-15	-.011048	-.010048	.003650	.001667	-.018678	-.017901
P9709	2003-10-15	-.003048	-.003048	.000802	.000941	-.000750	-.000871
P9709	2003-10-14	-.008048	-.008048	-.000140	.000059	-.001131	-.001915
P9707	2003-10-14	.015953	.015953	.010888	.009554	.022098	.019156
P9706	2003-10-14	-.008048	-.008048	-.000140	.000059	-.001131	-.001915
P9710	2003-10-14	-.006048	-.006048	-.000643	-.000254	.000390	-.001085
P9707	2003-10-13	-.015048	-.014048	.002415	.002288	.002908	.001732
P9710	2003-10-13	-.004048	-.004048	.001092	.000567	-.001140	-.000792
P9706	2003-10-13	-.003048	-.003048	.000539	.000226	-.001396	-.001230
P9709	2003-10-13	-.003048	-.003048	.000539	.000226	-.001396	-.001230
P9709	2003-10-10	.025953	.025953	-.004261	-.003490	.007176	.007618
P9706	2003-10-10	.025953	.025953	-.004261	-.003490	.007176	.007618
P9707	2003-10-10	.066953	.066953	.006312	.004913	.016849	.016193
P9710	2003-10-10	.028953	.028953	-.004822	-.003918	.007570	.006817
P9710	2003-10-09	-.001048	-.001048	-.000448	-.000115	.001302	.001635
P9706	2003-10-09	-.002048	-.002048	.000304	.000594	.000317	.000796
P9707	2003-10-09	.005953	.004953	-.003021	-.003368	.011977	.011634
P9709	2003-10-09	-.002048	-.002048	.000304	.000594	.000317	.000796
P9709	2003-10-08	.003953	.003953	.000228	.000471	.003070	.003499
P9707	2003-10-08	.018953	.017953	-.004625	-.003612	.009871	.010278
P9710	2003-10-08	.004953	.004953	-.000662	-.000261	.003696	.003792
P9706	2003-10-08	.003953	.003953	.000228	.000471	.003070	.003499
P9706	2003-09-30	.008953	.008953	-.004613	-.004646	.006093	.006294
P9707	2003-09-30	.004953	.004953	.003157	.003454	.000970	-.000037
P9710	2003-09-30	.008953	.008953	-.003564	-.003630	.005460	.005649
P9709	2003-09-30	.008953	.008953	-.004613	-.004646	.006093	.006294
P9709	2003-09-29	-.014048	-.013048	-.005811	-.005675	.002795	.002997
P9710	2003-09-29	-.012048	-.012048	-.006283	-.006053	.002845	.002705
P9706	2003-09-29	-.014048	-.013048	-.005811	-.005675	.002795	.002997
P9707	2003-09-29	-.001048	-.000048	-.000484	-.001426	.007800	.007839
P9706	2003-09-26	-.005048	-.004048	-.002777	-.002839	.002975	.003131
P9710	2003-09-26	-.005048	-.004048	-.002497	-.002497	.002161	.002215
P9707	2003-09-26	-.004048	-.005048	.002953	.003177	-.003489	-.003521
P9709	2003-09-26	-.005048	-.004048	-.002777	-.002839	.002975	.003131
P9709	2003-09-25	-.013048	-.013048	-.004540	-.005287	-.000145	-.000516
P9707	2003-09-25	-.009048	-.009048	-.006879	-.006726	.004795	.005620
P9710	2003-09-25	-.013048	-.012048	-.004678	-.005384	.000381	.000015
P9706	2003-09-25	-.013048	-.013048	-.004540	-.005287	-.000145	-.000516
P9706	2003-09-24	.003953	.002953	.004035	.004476	.001516	.001507
P9710	2003-09-24	.003953	.002953	.003449	.003809	.001370	.001615
P9707	2003-09-24	.002953	.003953	-.001576	-.001775	.004597	.005113
P9709	2003-09-24	.003953	.002953	.004035	.004476	.001516	.001507
P9709	2003-09-23	.005953	.005953	.001792	.002179	.003705	.003621
P9710	2003-09-23	.005953	.005953	.002450	.002745	.002963	.002609
P9707	2003-09-23	.006953	.007953	.006226	.006230	-.003848	-.005424
P9706	2003-09-23	.005953	.005953	.001792	.002179	.003705	.003621
P9707	2003-09-22	-.002048	-.001048	-.000969	-.000483	-.002517	-.002588
P9706	2003-09-22	-.005048	-.006048	.004091	.004042	-.003027	-.003539
P9710	2003-09-22	-.005048	-.006048	.003783	.003774	-.002882	-.003570
P9709	2003-09-22	-.005048	-.006048	.004091	.004042	-.003027	-.003539
P9709	2003-09-19	.000953	.000953	.001094	.001330	-.001721	-.002257
P9710	2003-09-19	.000953	.000953	.000781	.001053	-.001575	-.002014
P9706	2003-09-19	.000953	.000953	.001094	.001330	-.001721	-.002257
P9707	2003-09-19	.000953	-.000048	-.000375	-.000031	.000646	.000865
P9707	2003-09-18	.007953	.008953	-.002733	-.003449	.005784	.005565
P9710	2003-09-18	.000953	.000953	-.002749	-.002281	.000594	.000577
P9706	2003-09-18	-.000048	-.000048	-.002510	-.002048	.000233	.000452
P9709	2003-09-18	-.000048	-.000048	-.002510	-.002048	.000233	.000452
P9709	2003-09-17	-.011048	-.011048	-.002686	-.002743	-.003352	-.003020
P9706	2003-09-17	-.011048	-.011048	-.002686	-.002743	-.003352	-.003020
P9707	2003-09-17	-.007048	-.007048	-.001767	-.001522	.002668	.002178
P9710	2003-09-17	-.011048	-.011048	-.002793	-.002801	-.002999	-.002784
P9710	2003-09-16	.007953	.007953	.002529	.002830	-.002373	-.002959
P9706	2003-09-16	.007953	.006953	.002981	.003269	-.002755	-.003171
P9707	2003-09-16	.013953	.014953	-.001053	-.001564	-.000046	.000096
P9709	2003-09-16	.007953	.006953	.002981	.003269	-.002755	-.003171
P9709	2003-09-15	-.009048	-.008048	-.004463	-.004560	-.001873	-.001774
P9706	2003-09-15	-.009048	-.008048	-.004463	-.004560	-.001873	-.001774
P9707	2003-09-15	-.005048	-.005048	-.001780	-.001465	.002187	.002513
P9710	2003-09-15	-.008048	-.007048	-.004356	-.004425	-.001498	-.001533
P9710	2003-09-12	-.011048	-.010048	-.005541	-.005559	-.000914	-.001084
P9707	2003-09-12	-.008048	-.008048	-.001566	-.001524	.000596	.001734
P9706	2003-09-12	-.011048	-.010048	-.005405	-.005512	-.001038	-.001164
P9709	2003-09-12	-.011048	-.010048	-.005405	-.005512	-.001038	-.001164
P9709	2003-09-11	-.000048	.000953	-.002428	-.002381	.002728	.002892
P9706	2003-09-11	-.000048	.000953	-.002428	-.002381	.002728	.002892
P9710	2003-09-11	-.000048	.000953	-.002366	-.002245	.002814	.002855
P9707	2003-09-11	.002953	.002953	-.001433	-.001313	.003102	.002462
P9706	2003-09-10	.001953	.001953	-.001688	-.001437	.001503	.001603
P9710	2003-09-10	.001953	.001953	-.001644	-.001339	.001068	.001088
P9707	2003-09-10	.002953	.002953	-.000949	-.000522	-.003050	-.002710
P9709	2003-09-10	.001953	.001953	-.001688	-.001437	.001503	.001603
P9709	2003-09-09	-.004048	-.004048	.005080	.004713	-.002890	-.002590
P9710	2003-09-09	-.004048	-.004048	.005176	.004695	-.002902	-.002674
P9706	2003-09-09	-.004048	-.004048	.005080	.004713	-.002890	-.002590
P9707	2003-09-09	-.006048	-.005048	.001424	.000635	-.005075	-.006068
P9710	2003-09-08	-.004048	-.004048	.002133	.002080	-.000497	-.000113
P9707	2003-09-08	-.005048	-.005048	.003060	.003081	.002283	.003330
P9706	2003-09-08	-.004048	-.004048	.002181	.002080	-.000766	-.000482
P9709	2003-09-08	-.004048	-.004048	.002181	.002080	-.000766	-.000482
P9709	2003-09-05	-.010048	-.011048	-.003045	-.002989	-.003396	-.003116
P9710	2003-09-05	-.011048	-.011048	-.002905	-.002823	-.002673	-.002209
P9707	2003-09-05	-.015048	-.015048	-.000962	-.000467	.002383	.003416
P9706	2003-09-05	-.010048	-.011048	-.003045	-.002989	-.003396	-.003116
P9707	2003-09-04	-.006048	-.005048	-.002204	-.002616	.003821	.003651
P9710	2003-09-04	-.001048	-.001048	-.000356	-.000944	.000392	.001137
P9706	2003-09-04	-.001048	-.001048	-.000262	-.000824	.000141	.000734
P9709	2003-09-04	-.001048	-.001048	-.000262	-.000824	.000141	.000734
P9709	2003-09-03	.001953	.000953	.002888	.003115	-.000196	-.001086
P9710	2003-09-03	.001953	.000953	.003294	.003361	-.000907	-.001628
P9707	2003-09-03	.001953	.001953	.002754	.002659	-.003808	-.003206
P9706	2003-09-03	.001953	.000953	.002888	.003115	-.000196	-.001086
P9710	2003-09-02	-.002048	-.002048	.001932	.002589	-.002022	-.002494
P9707	2003-09-02	-.002048	-.003048	.001978	.001915	-.003308	-.002971
P9706	2003-09-02	-.002048	-.002048	.001833	.002477	-.001987	-.002538
P9709	2003-09-02	-.002048	-.002048	.001833	.002477	-.001987	-.002538
P9709	2003-09-01	.018953	.018953	.003316	.003454	.004257	.003804
P9706	2003-09-01	.018953	.018953	.003316	.003454	.004257	.003804
P9710	2003-09-01	.018953	.018953	.003144	.003238	.003471	.002916
P9707	2003-09-01	.019953	.020953	.000002	-.000350	-.006029	-.005488
P9707	2003-08-29	.009953	.009953	-.000375	-.001069	.000241	-.001187
P9706	2003-08-29	.003953	.004953	-.006438	-.006045	.002211	.002456
P9710	2003-08-29	.004953	.004953	-.006144	-.005776	.002004	.001898
P9709	2003-08-29	.003953	.004953	-.006438	-.006045	.002211	.002456
P9709	2003-08-28	-.007048	-.007048	-.000579	-.001046	.001057	.001037
P9706	2003-08-28	-.007048	-.007048	-.000579	-.001046	.001057	.001037
P9710	2003-08-28	-.007048	-.007048	-.000577	-.001000	.000852	.000702
P9707	2003-08-28	-.006048	-.006048	.000124	.000015	.001082	.001041
P9710	2003-08-27	-.000048	-.000048	.001202	.001208	-.004038	-.003769
P9706	2003-08-27	-.000048	-.000048	.001243	.001198	-.003907	-.003661
P9707	2003-08-27	-.002048	-.002048	.002617	.003790	-.004107	-.004215
P9709	2003-08-27	-.000048	-.000048	.001243	.001198	-.003907	-.003661
P9709	2003-08-26	.001953	.001953	.000480	.000557	-.002852	-.002451
P9710	2003-08-26	.002953	.002953	-.000194	.000018	-.002980	-.002817
P9706	2003-08-26	.001953	.001953	.000480	.000557	-.002852	-.002451
P9707	2003-08-26	.008953	.009953	.001691	.001823	-.004431	-.004314
P9706	2003-08-25	-.012048	-.012048	-.002148	-.002221	-.001650	-.001784
P9707	2003-08-25	-.008048	-.008048	-.005256	-.006107	.007761	.007487
P9710	2003-08-25	-.012048	-.011048	-.002870	-.002922	-.000651	-.000762
P9709	2003-08-25	-.012048	-.012048	-.002148	-.002221	-.001650	-.001784
P9709	2003-08-22	-.001048	-.001048	.001346	.001789	-.002328	-.002870
P9707	2003-08-22	.011953	.012953	-.000795	-.001364	-.001899	-.002096
P9710	2003-08-22	-.000048	-.000048	.000645	.001069	-.002286	-.003142
P9706	2003-08-22	-.001048	-.001048	.001346	.001789	-.002328	-.002870
P9707	2003-08-21	.005953	.005953	-.000121	-.000110	-.003182	-.003562
P9710	2003-08-21	-.000048	-.000048	-.000584	-.000286	-.000912	-.000791
P9706	2003-08-21	-.000048	-.000048	-.000450	-.000180	-.000746	-.000393
P9709	2003-08-21	-.000048	-.000048	-.000450	-.000180	-.000746	-.000393
P9709	2003-08-20	-.005048	-.005048	-.000126	.000079	-.000398	-.000750
P9710	2003-08-20	-.007048	-.007048	.000245	.000141	.000694	.000913
P9706	2003-08-20	-.005048	-.005048	-.000126	.000079	-.000398	-.000750
P9707	2003-08-20	-.021048	-.021048	-.001237	-.001749	.010075	.010465
P9706	2003-08-19	.002953	.002953	.000562	.000828	-.001047	-.000961
P9710	2003-08-19	.001953	.001953	.001270	.001165	-.001656	-.001020
P9707	2003-08-19	-.016048	-.015048	.000103	.000000	-.009690	-.007990
P9709	2003-08-19	.002953	.002953	.000562	.000828	-.001047	-.000961
P9709	2003-08-18	-.003048	-.003048	.001172	.001280	-.000760	-.000900
P9710	2003-08-18	-.005048	-.005048	.001493	.001517	.000842	.001519
P9706	2003-08-18	-.003048	-.003048	.001172	.001280	-.000760	-.000900
P9707	2003-08-18	-.025048	-.027048	-.005875	-.004850	.012626	.012687
P9706	2003-08-15	-.002048	-.003048	-.000611	-.000032	-.001658	-.001919
P9710	2003-08-15	-.002048	-.003048	-.000442	.000132	-.001131	-.001205
P9707	2003-08-15	-.005048	-.006048	-.002836	-.002675	.003924	.003520
P9709	2003-08-15	-.002048	-.003048	-.000611	-.000032	-.001658	-.001919
P9709	2003-08-14	-.006048	-.006048	.002099	.002491	-.003132	-.003390
P9706	2003-08-14	-.006048	-.006048	.002099	.002491	-.003132	-.003390
P9707	2003-08-14	-.004048	-.004048	.000257	.000004	.010219	.010318
P9710	2003-08-14	-.005048	-.006048	.001908	.002317	-.002020	-.002185
P9707	2003-08-13	-.009048	-.009048	-.003965	-.004130	.000896	.001008
P9706	2003-08-13	-.010048	-.010048	.002147	.002044	-.000707	-.001025
P9710	2003-08-13	-.010048	-.010048	.001697	.001533	-.000336	-.000542
P9709	2003-08-13	-.010048	-.010048	.002147	.002044	-.000707	-.001025
P9709	2003-08-12	.003953	.003953	.004056	.004083	.001877	.001350
P9710	2003-08-12	.003953	.003953	.004063	.004203	.002003	.001432
P9706	2003-08-12	.003953	.003953	.004056	.004083	.001877	.001350
P9707	2003-08-12	.005953	.004953	.002687	.003762	.005143	.004817
P9706	2003-08-11	.002953	.002953	.000316	.000026	-.000326	-.000633
P9710	2003-08-11	.001953	.001953	.000427	.000171	.000003	-.000180
P9707	2003-08-11	-.003048	-.004048	.000061	.000049	.004870	.003816
P9709	2003-08-11	.002953	.002953	.000316	.000026	-.000326	-.000633
P9709	2003-08-08	-.011048	-.011048	-.000779	-.000650	-.005312	-.005968
P9710	2003-08-08	-.011048	-.012048	-.000782	-.000689	-.004702	-.005124
P9706	2003-08-08	-.011048	-.011048	-.000779	-.000650	-.005312	-.005968
P9707	2003-08-08	-.013048	-.013048	.002069	.001810	.003689	.003837
P9706	2003-08-07	-.000048	.000953	.000114	.000393	-.000428	.000134
P9707	2003-08-07	-.000048	-.000048	.000789	.000972	-.000139	-.001580
P9710	2003-08-07	-.000048	.000953	-.000106	.000234	-.000521	-.000055
P9709	2003-08-07	-.000048	.000953	.000114	.000393	-.000428	.000134
P9709	2003-08-06	-.004048	-.004048	.004327	.004139	-.003387	-.003648
P9710	2003-08-06	-.004048	-.004048	.004057	.003793	-.003004	-.003183
P9707	2003-08-06	-.004048	-.004048	.002571	.001302	.000449	.000531
P9706	2003-08-06	-.004048	-.004048	.004327	.004139	-.003387	-.003648
P9707	2003-08-05	-.004048	-.004048	-.002478	-.002412	.000561	.000052
P9706	2003-08-05	-.000048	-.000048	.002859	.002548	-.000815	-.000874
P9710	2003-08-05	-.000048	-.000048	.002753	.002430	-.000512	-.000483
P9709	2003-08-05	-.000048	-.000048	.002859	.002548	-.000815	-.000874
P9709	2003-08-04	.011953	.011953	.002591	.002957	.000700	.000512
P9707	2003-08-04	.013953	.013953	.004041	.003247	.006495	.005833
P9706	2003-08-04	.011953	.011953	.002591	.002957	.000700	.000512
P9710	2003-08-04	.011953	.011953	.002432	.002767	.001135	.000868
P9706	2003-08-01	.000953	.000953	-.001823	-.001501	-.003545	-.003273
P9710	2003-08-01	.000953	.000953	-.001552	-.001307	-.003055	-.002679
P9707	2003-08-01	.000953	-.000048	.000156	-.000927	.001342	.001182
P9709	2003-08-01	.000953	.000953	-.001823	-.001501	-.003545	-.003273
P9709	2003-07-31	-.001048	-.001048	-.001811	-.001608	-.001413	-.001329
P9706	2003-07-31	-.001048	-.001048	-.001811	-.001608	-.001413	-.001329
P9710	2003-07-31	-.001048	-.001048	-.002027	-.001757	-.000683	-.000602
P9707	2003-07-31	.000953	-.000048	-.004256	-.003706	.007007	.007193
P9707	2003-07-30	-.001048	-.001048	-.001748	-.000821	-.000539	.000107
P9710	2003-07-30	.000953	.000953	-.003242	-.003192	.000658	.001185
P9706	2003-07-30	.000953	.000953	-.003331	-.003306	.000742	.001250
P9709	2003-07-30	.000953	.000953	-.003331	-.003306	.000742	.001250
P9709	2003-07-29	.004953	.004953	.000504	.000721	-.001923	-.001445
P9706	2003-07-29	.004953	.004953	.000504	.000721	-.001923	-.001445
P9710	2003-07-29	.004953	.004953	.000230	.000525	-.001851	-.001335
P9707	2003-07-29	.005953	.004953	-.001592	-.000330	-.000425	.000231
P9706	2003-07-28	-.005048	-.005048	-.004025	-.004691	.001502	.001117
